lat,lon,elevation,slope,aspect,land_cover_type,ndvi,lst,relative_humidity,wind_speed,month
29.90256760730233,79.06738277524711,1867,15,0,60,0.5549090909090909,20.048448275862086,22.94,0.3458577502477493,7
